name,id,imageurl,xdescription,ydescription,height,category,weight,typeofpokemon,weaknesses,evolutions,abilities,genderless,cycles,egg_groups,evolvedfrom,reason,base_exp,classification,percent_male,percent_female,abilities_hidden,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,description,status,total_points,base_friendship,growth_rate,effectiveness
Sunflora,#192,https://assets.pokemon.com/assets/cms2/img/pokedex/full/192.png,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,"2' 07""",Sun,18.7 lbs,['Grass'],"['Bug', 'Fire', 'Flying', 'Ice', 'Poison']","['#191', '#192']",['Chlorophyll'],0,20 ,Grass ,#191,(use Sun Stone),149,Sun Pokémon,50,50,Early Bird,120,5120,75,75,55,105,85,30,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,Mythical,600,100,Medium Slow,"[100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 50, 200, 100, 200, 100, 200, 100, 100]"
Yanma,#193,https://assets.pokemon.com/assets/cms2/img/pokedex/full/193.png,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,"3' 11""",Clear Wing,83.8 lbs,"['Bug', 'Flying']","['Rock', 'Electric', 'Fire', 'Flying', 'Ice']","['#193', '#469']",['Compound Eyes'],0,20 ,Bug ,,,78,Clear Wing Pokémon,50,50,Frisk,75,5120,65,65,45,75,45,95,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,Normal,318,70,Medium Slow,"[100, 200, 50, 50, 50, 200, 100, 200, 50, 200, 100, 200, 100, 100, 100, 100, 100, 100]"
Wooper,#194,https://assets.pokemon.com/assets/cms2/img/pokedex/full/194.png,"Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.","Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.","1' 04""",Water Fish,18.7 lbs,"['Water', 'Ground']",['Grass'],"['#194', '#195']",['Damp'],0,20 ,"Field, Water 1 ",,,42,Water Fish Pokémon,50.2,49.8,Unaware,255,5120,55,45,45,25,25,15,This Pokémon lives in cold water. It will leave the water to search for food when it gets cold outside.,Normal,405,70,Medium Slow,"[100, 200, 50, 50, 50, 200, 100, 200, 50, 200, 100, 200, 100, 100, 100, 100, 100, 100]"
Quagsire,#195,https://assets.pokemon.com/assets/cms2/img/pokedex/full/195.png,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.","Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.","4' 07""",Water Fish,165.3 lbs,"['Water', 'Ground']",['Grass'],"['#194', '#195']",['Damp'],0,20 ,"Field, Water 1 ",#194,(Level 20),151,Water Fish Pokémon,50.2,49.8,Unaware,90,5120,95,85,85,65,65,35,It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.,Normal,525,70,Medium Slow,"[100, 200, 50, 50, 50, 200, 100, 200, 50, 200, 100, 200, 100, 100, 100, 100, 100, 100]"
Espeon,#196,https://assets.pokemon.com/assets/cms2/img/pokedex/full/196.png,Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.,Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.,"2' 11""",Sun,58.4 lbs,['Psychic'],"['Bug', 'Dark', 'Ghost']","['#133', '#134', '#135', '#136', '#197', '#471', '#470', '#196', '#700']",['Synchronize'],0,35 ,Field ,#133,"(high Friendship, Daytime)",184,Sun Pokémon,88.14,11.86,Magic Bounce,45,8960,65,65,60,130,95,110,"By reading air currents, it can predict things such as the weather or its foe’s next move.",Normal,309,70,Medium Slow,"[100, 50, 200, 100, 50, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 50, 50]"
Umbreon,#197,https://assets.pokemon.com/assets/cms2/img/pokedex/full/197.png,Umbreon evolved as a result of exposure to the moon's waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.,Umbreon evolved as a result of exposure to the moon's waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.,"3' 03""",Moonlight,59.5 lbs,['Dark'],"['Fighting', 'Bug', 'Fairy']","['#133', '#134', '#135', '#136', '#197', '#471', '#470', '#196', '#700']",['Synchronize'],0,35 ,Field ,#133,"(high Friendship, Nighttime)",184,Moonlight Pokémon,88.14,11.86,Inner Focus,45,8960,95,65,110,60,130,65,"When this Pokémon becomes angry, its pores secrete a poisonous sweat, which it sprays at its opponent’s eyes.",Normal,405,70,Medium Slow,"[100, 50, 200, 100, 50, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 50, 50]"
Murkrow,#198,https://assets.pokemon.com/assets/cms2/img/pokedex/full/198.png,Murkrow was feared and loathed as the alleged bearer of ill fortune. This Pokémon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,Murkrow was feared and loathed as the alleged bearer of ill fortune. This Pokémon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,"1' 08""",Darkness,4.6 lbs,"['Dark', 'Flying']","['Electric', 'Ice', 'Rock', 'Fairy']","['#198', '#430']",['Insomnia'],0,20 ,Flying ,,,81,Darkness Pokémon,50,50,Prankster,30,5120,60,85,42,85,42,91,It has a weakness for shiny things. It’s been known to sneak into the nests of Gabite—noted collectors of jewels—in search of treasure.,Normal,534,70,Medium Slow,"[100, 50, 200, 100, 50, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 50, 50]"
Slowking,#199,https://assets.pokemon.com/assets/cms2/img/pokedex/full/199.png,"Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.","Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.","6' 07""",Royal,175.3 lbs,"['Water', 'Psychic']","['Bug', 'Dark', 'Electric', 'Ghost', 'Grass']","['#079', '#080', '#199']",['Oblivious'],0,20 ,"Monster, Water 1 ",#079,(trade holding Kings Rock),172,Royal Pokémon,50.2,49.8,Regenerator,70,5120,95,75,80,100,110,30,"Miraculously, this former Slowpoke’s latent intelligence was drawn out when Shellder poison raced through its brain.",Normal,314,70,Medium Slow,"[100, 50, 50, 200, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100]"
Misdreavus,#200,https://assets.pokemon.com/assets/cms2/img/pokedex/full/200.png,"Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.","Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.","2' 04""",Screech,2.2 lbs,['Ghost'],"['Dark', 'Ghost']","['#200', '#429']",['Levitate'],0,25 ,Amorphous ,,,87,Screech Pokémon,50,50,,45,6400,60,60,60,85,85,85,"What gives meaning to its life is surprising others. If you set your ear against the red orbs around its neck, you can hear shrieking.",Normal,405,70,Medium Slow,"[100, 50, 50, 200, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100]"
Unown,#201,https://assets.pokemon.com/assets/cms2/img/pokedex/full/201.png,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.","This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.","1' 08""",Symbol,11.0 lbs,['Psychic'],"['Bug', 'Dark', 'Ghost']",['#201'],['Levitate'],1,40 ,Undiscovered ,,,118,Symbol Pokémon,,,,225,10240,48,72,48,72,48,48,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.",Normal,530,70,Medium Slow,"[100, 50, 50, 200, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100]"
Wobbuffet,#202,https://assets.pokemon.com/assets/cms2/img/pokedex/full/202.png,"Wobbuffet does nothing but endure attacks—it won't attack on its own. However, it won't endure an attack on its tail. When that happens, the Pokémon will try to take the foe with it using Destiny Bond.","If two or more Wobbuffet meet, they will turn competitive and try to outdo each other's endurance. However, they may try to see which one can endure the longest without food. Trainers need to beware of this habit.","4' 03""",Patient,62.8 lbs,['Psychic'],"['Bug', 'Dark', 'Ghost']","['#360', '#202']",['Shadow Tag'],0,20 ,Amorphous ,#360,(Level 15),142,Patient Pokémon,50.2,49.8,Telepathy,45,5120,190,33,58,33,58,33,"It hates light and shock. If attacked, it inflates its body to pump up its counterstrike.",Normal,215,70,Medium Fast,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Girafarig,#203,https://assets.pokemon.com/assets/cms2/img/pokedex/full/203.png,"Girafarig's rear head contains a tiny brain that is too small for thinking. However, the rear head doesn't need to sleep, so it can keep watch over its surroundings 24 hours a day.","Girafarig's rear head also has a brain, but it is small. The rear head attacks in response to smells and sounds. Approaching this Pokémon from behind can cause the rear head to suddenly lash out and bite.","4' 11""",Long Neck,91.5 lbs,"['Normal', 'Psychic']","['Bug', 'Dark']",['#203'],['Inner Focus'],0,20 ,Field ,,,159,Long Neck Pokémon,50,50,Sap Sipper,60,5120,70,80,65,90,65,85,"Girafarig’s rear head also has a brain, but it is small. The rear head attacks in response to smells and sounds. Approaching this Pokémon from behind can cause the rear head to suddenly lash out and bite.",Normal,415,70,Medium Fast,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Pineco,#204,https://assets.pokemon.com/assets/cms2/img/pokedex/full/204.png,"Pineco hangs from a tree branch and patiently waits for prey to come along. If the Pokémon is disturbed while eating by someone shaking its tree, it drops down to the ground and explodes with no warning.","Pineco hangs from a tree branch and patiently waits for prey to come along. If the Pokémon is disturbed while eating by someone shaking its tree, it drops down to the ground and explodes with no warning.","2' 00""",Bagworm,15.9 lbs,['Bug'],"['Fire', 'Flying', 'Rock']","['#204', '#205']",['Sturdy'],0,20 ,Bug ,,,58,Bagworm Pokémon,50,50,Overcoat,190,5120,50,65,90,35,35,15,"Motionless, it hangs from trees, waiting for its bug Pokémon prey to come to it. Its favorite in Alola is Cutiefly.",Normal,262,70,Medium Fast,"[100, 100, 100, 200, 50, 200, 100, 100, 0, 100, 100, 50, 200, 0, 100, 100, 100, 100]"
Forretress,#205,https://assets.pokemon.com/assets/cms2/img/pokedex/full/205.png,"Forretress conceals itself inside its hardened steel shell. The shell is opened when the Pokémon is catching prey, but it does so at such a quick pace that the shell's inside cannot be seen.","Forretress conceals itself inside its hardened steel shell. The shell is opened when the Pokémon is catching prey, but it does so at such a quick pace that the shell's inside cannot be seen.","3' 11""",Bagworm,277.3 lbs,"['Bug', 'Steel']",['Fire'],"['#204', '#205']",['Sturdy'],0,20 ,Bug ,#204,(Level 31),163,Bagworm Pokémon,50,50,Overcoat,75,5120,75,90,140,60,60,40,"When something approaches it, it fires off fragments of its steel shell in attack. This is not a conscious action but a conditioned reflex.",Normal,452,70,Medium Fast,"[100, 100, 100, 200, 50, 200, 100, 100, 0, 100, 100, 50, 200, 0, 100, 100, 100, 100]"
Dunsparce,#206,https://assets.pokemon.com/assets/cms2/img/pokedex/full/206.png,Dunsparce has a drill for its tail. It uses this tail to burrow into the ground backward. This Pokémon is known to make its nest in complex shapes deep under the ground.,Dunsparce has a drill for its tail. It uses this tail to burrow into the ground backward. This Pokémon is known to make its nest in complex shapes deep under the ground.,"4' 11""",Land Snake,30.9 lbs,['Normal'],['Fighting'],['#206'],['Run Away'],0,20 ,Field ,,,145,Land Snake Pokémon,50.2,49.8,Rattled,190,5120,100,70,70,65,65,45,This Pokémon’s tiny wings have some scientists saying that Dunsparce used to fly through the sky in ancient times.,Normal,265,70,Fast,"[100, 200, 100, 200, 25, 200, 25, 100, 0, 200, 100, 50, 400, 100, 100, 100, 100, 100]"
Gligar,#207,https://assets.pokemon.com/assets/cms2/img/pokedex/full/207.png,"Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.","Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.","3' 07""",Fly Scorpion,142.9 lbs,"['Ground', 'Flying']","['Ice', 'Water']","['#207', '#472']",['Sand Veil'],0,20 ,Bug ,,,86,Flyscorpion Pokémon,50,50,Immunity,60,5120,65,75,105,35,65,85,"Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.",Normal,390,70,Fast,"[100, 200, 100, 200, 25, 200, 25, 100, 0, 200, 100, 50, 400, 100, 100, 100, 100, 100]"
Steelix,#208,https://assets.pokemon.com/assets/cms2/img/pokedex/full/208.png,Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth's core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.,Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth's core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.,"30' 02""",Iron Snake,881.8 lbs,"['Steel', 'Ground']","['Fighting', 'Fire', 'Ground', 'Water']","['#095', '#208']",['Rock Head'],0,25 ,Mineral ,#095,(trade holding Metal Coat),179,Iron Snake Pokémon,50.2,49.8,Sheer Force,25,6400,75,85,200,55,65,30,"It is said that if an Onix lives for over 100 years, its composition changes to become diamond-like.",Normal,250,70,Fast,"[100, 200, 100, 100, 25, 100, 25, 50, 100, 200, 200, 50, 200, 100, 100, 100, 100, 50]"
